firstname,p_r_f_his,p_r_f_whi,p_r_f_bla,p_r_f_asi,p_r_f_oth
STEFANIE,0.018779343,0.936619718,0.023474178,0.018779343,0.002347418
STEFANO,0,0.979166667,0.020833333,0,0
STEFFANIE,0.052631579,0.894736842,0.052631579,0,0
STEFFANY,0,1,0,0,0
STEFFEN,0,1,0,0,0
STELLA,0.132653061,0.576530612,0.12755102,0.147959184,0.015306122
STEPAN,0,1,0,0,0
STEPHAN,0.009615385,0.955128205,0.022435897,0.009615385,0.003205128
STEPHANE,0.022727273,0.886363636,0.068181818,0.022727273,0
STEPHANI,0,1,0,0,0
STEPHANIE,0.022876841,0.912879975,0.04308994,0.01817612,0.002977123
STEPHANY,0.035714286,0.839285714,0.071428571,0.017857143,0.035714286
STEPHEN,0.007604017,0.962912482,0.011119082,0.017288379,0.00107604
STEPHENIE,0.028571429,0.942857143,0,0.028571429,0
STERLING,0,0.745901639,0.204918033,0.049180328,0
STEVAN,0.037037037,0.962962963,0,0,0
STEVE,0.048325854,0.853986883,0.022091819,0.072143597,0.003451847
STEVEN,0.013512795,0.952705219,0.011810395,0.020535192,0.001436399
STEVIE,0.028571429,0.571428571,0.314285714,0.057142857,0.028571429
STEWART,0.011764706,0.938235294,0.023529412,0.026470588,0
STUART,0.003398471,0.966015293,0.009345794,0.021240442,0
SU,0,0.074074074,0,0.925925926,0
SUBHASH,0,0.096774194,0.032258065,0.838709677,0.032258065
SUDHA,0.015151515,0.227272727,0,0.742424242,0.015151515
SUDHAKAR,0,0.205882353,0,0.794117647,0
SUDHIR,0,0.111111111,0.018518519,0.87037037,0
SUE,0.005695688,0.934092758,0.008136697,0.050447518,0.001627339
SUEANN,0,0.848484848,0,0.060606061,0.090909091
SUELLEN,0,0.974358974,0,0.025641026,0
SUK,0.02173913,0.043478261,0.02173913,0.913043478,0
SUKHWINDER,0.054054054,0.216216216,0,0.72972973,0
SUMAN,0,0.162790698,0,0.813953488,0.023255814
SUMIT,0,0.155555556,0,0.844444444,0
SUMMER,0.008849558,0.946902655,0.026548673,0.017699115,0
SUN,0.006756757,0.081081081,0,0.905405405,0.006756757
SUNDAY,0,0.612903226,0.35483871,0.032258065,0
SUNG,0.004065041,0.024390244,0,0.967479675,0.004065041
SUNIL,0,0.195121951,0.019512195,0.775609756,0.009756098
SUNITA,0.026666667,0.24,0,0.72,0.013333333
SUNNY,0,0.549618321,0.015267176,0.419847328,0.015267176
SUNSHINE,0,0.970588235,0.029411765,0,0
SUONG,0,0,0,1,0
SURENDRA,0,0.181818182,0.022727273,0.772727273,0.022727273
SURESH,0,0.211428571,0.005714286,0.771428571,0.011428571
SURINDER,0,0.225352113,0,0.732394366,0.042253521
SUSAN,0.01117119,0.962813711,0.00499898,0.018720669,0.00229545
SUSANA,0.680412371,0.219931271,0.010309278,0.089347079,0
SUSANN,0,0.909090909,0.090909091,0,0
SUSANNA,0.091836735,0.790816327,0,0.117346939,0
SUSANNAH,0,0.946666667,0,0.053333333,0
SUSANNE,0.010040161,0.979919679,0.002008032,0.008032129,0
SUSETTE,0,1,0,0,0
SUSHIL,0,0.216216216,0,0.783783784,0
SUSIE,0.098522167,0.57635468,0.118226601,0.201970443,0.004926108
SUZAN,0.010989011,0.917582418,0.038461538,0.027472527,0.005494505
SUZANN,0,1,0,0,0
SUZANNA,0.084337349,0.855421687,0.012048193,0.048192771,0
SUZANNE,0.014550928,0.968389363,0.004766683,0.011540391,0.000752634
SUZETTE,0.052884615,0.822115385,0.076923077,0.043269231,0.004807692
SUZIE,0.033333333,0.666666667,0.033333333,0.266666667,0
SUZY,0,0.823529412,0,0.176470588,0
SVEN,0.019230769,0.961538462,0,0.019230769,0
SVETLANA,0,0.985714286,0,0.014285714,0
SWATI,0,0.245283019,0,0.716981132,0.037735849
SYBIL,0.014492754,0.826086957,0.115942029,0.014492754,0.028985507
SYDNEY,0.027932961,0.832402235,0.089385475,0.05027933,0
SYED,0.006920415,0.238754325,0,0.740484429,0.01384083
SYLVAIN,0,1,0,0,0
SYLVESTER,0.058252427,0.32038835,0.601941748,0.019417476,0
SYLVIA,0.240140845,0.581690141,0.121126761,0.052816901,0.004225352
SYLVIE,0,0.906976744,0.046511628,0.046511628,0
SYLWIA,0,1,0,0,0
TABATHA,0.053333333,0.826666667,0.093333333,0,0.026666667
TABITHA,0.031088083,0.849740933,0.093264249,0.015544041,0.010362694
TAD,0,0.953271028,0,0.046728972,0
TADD,0,1,0,0,0
TADEUSZ,0,0.971830986,0,0.028169014,0
TAE,0,0.03125,0,0.96875,0
TAI,0,0.129032258,0.016129032,0.85483871,0
TAK,0,0.032258065,0,0.967741935,0
TAKASHI,0,0,0,1,0
TAL,0,0.971428571,0.028571429,0,0
TALIA,0.060606061,0.878787879,0.060606061,0,0
TALIN,0,1,0,0,0
TAM,0,0.050955414,0,0.949044586,0
TAMA,0,1,0,0,0
TAMAR,0.028169014,0.845070423,0.098591549,0.014084507,0.014084507
TAMARA,0.017211704,0.930005737,0.044176707,0.005737235,0.002868617
TAMATHA,0,0.866666667,0.133333333,0,0
TAMEKA,0,0.1,0.9,0,0
TAMELA,0.022727273,0.875,0.102272727,0,0
TAMERA,0,0.950920245,0.049079755,0,0
TAMI,0.016333938,0.963702359,0.007259528,0.010889292,0.001814882
TAMIE,0.029411765,0.941176471,0.029411765,0,0
TAMIKA,0.036585366,0.073170732,0.890243902,0,0
TAMMI,0.011976048,0.958083832,0.02994012,0,0
TAMMIE,0.017793594,0.864768683,0.09252669,0.021352313,0.003558719
TAMMY,0.015775034,0.924211248,0.028463649,0.027434842,0.004115226
TAMRA,0.005128205,0.969230769,0.020512821,0.005128205,0
TAN,0,0.054054054,0,0.945945946,0
TANA,0.02,0.94,0.03,0.01,0
TANIA,0.224489796,0.697959184,0.028571429,0.048979592,0
TANISHA,0,0.19047619,0.80952381,0,0
TANJA,0.028169014,0.887323944,0.084507042,0,0
TANNER,0.018518519,0.962962963,0,0.018518519,0
TANYA,0.036482694,0.819457437,0.106641721,0.028999065,0.008419083
TAO,0,0.020833333,0,0.96875,0.010416667
TARA,0.009299781,0.943654267,0.032275711,0.013129103,0.001641138
TAREK,0,0.872727273,0.018181818,0.090909091,0.018181818
TARI,0,0.935483871,0.064516129,0,0
TARIQ,0.017241379,0.362068966,0.017241379,0.586206897,0.017241379
TARUN,0,0.161290323,0,0.838709677,0
TARYN,0,0.92,0.04,0.04,0
TASHA,0.020689655,0.731034483,0.227586207,0.020689655,0
TATE,0.032258065,0.903225806,0,0.032258065,0.032258065
TATIANA,0.097222222,0.840277778,0.041666667,0.020833333,0
TATUM,0,1,0,0,0
TATYANA,0.006060606,0.975757576,0,0.012121212,0.006060606
TAUNYA,0,1,0,0,0
TAWNY,0.033333333,0.933333333,0,0.033333333,0
TAWNYA,0.018181818,0.945454545,0.036363636,0,0
TAYLOR,0.015337423,0.95398773,0.012269939,0.018404908,0
TED,0.01310616,0.893840105,0.017038008,0.072083879,0.003931848
TEDD,0,0.945945946,0,0.054054054,0
TEDDY,0.069620253,0.753164557,0.044303797,0.126582278,0.006329114
TEENA,0,0.955882353,0.014705882,0.029411765,0
TENA,0.04,0.88,0.04,0.04,0
TEODORA,0.325,0.45,0,0.225,0
TEODORO,0.696969697,0.106060606,0,0.181818182,0.015151515
TEOFILO,0.666666667,0.2,0,0.133333333,0
TERA,0.027027027,0.918918919,0.040540541,0.013513514,0
TERENCE,0.004347826,0.863043478,0.080434783,0.045652174,0.006521739
TERESA,0.110891871,0.832675612,0.028018942,0.025059195,0.00335438
TERESE,0.033057851,0.94214876,0.008264463,0.016528926,0
TERESITA,0.195,0.185,0.01,0.6,0.01
TERESSA,0,0.875,0.125,0,0
TERI,0.017621145,0.93979442,0.020558003,0.016152717,0.005873715
TERRA,0,0.923913043,0.065217391,0.010869565,0
TERRANCE,0.004385965,0.815789474,0.151315789,0.024122807,0.004385965
TERRELL,0,0.613207547,0.377358491,0,0.009433962
TERRENCE,0.005571031,0.86908078,0.094707521,0.026462396,0.004178273
TERRI,0.012121212,0.938842975,0.030853994,0.015426997,0.002754821
TERRIE,0.014563107,0.927184466,0.04368932,0.009708738,0.004854369
TERRILL,0,0.833333333,0.138888889,0.027777778,0
TERRY,0.007195724,0.931949013,0.042351974,0.013569079,0.004934211
TERYL,0,1,0,0,0
TESSA,0.010416667,0.9375,0.020833333,0.03125,0
TETYANA,0,1,0,0,0
THAD,0.009009009,0.954954955,0.018018018,0.009009009,0.009009009
THADDEUS,0.006666667,0.926666667,0.06,0,0.006666667
THAI,0.022222222,0.011111111,0.011111111,0.944444444,0.011111111
THANG,0,0.022988506,0,0.977011494,0
THANH,0.002680965,0.013404826,0,0.981233244,0.002680965
THAO,0,0.058252427,0,0.941747573,0
THEA,0.026315789,0.868421053,0.065789474,0.039473684,0
THELMA,0.139240506,0.556962025,0.212658228,0.086075949,0.005063291
THEO,0.055555556,0.694444444,0.111111111,0.138888889,0
THEODORA,0.046875,0.875,0.078125,0,0
THEODORE,0.013203215,0.897818599,0.059701493,0.025258324,0.00401837
THERESA,0.036434297,0.897983969,0.040077726,0.022346369,0.003157639
THERESE,0.011450382,0.952290076,0.007633588,0.022900763,0.005725191
THERON,0,0.912280702,0.052631579,0,0.035087719
THI,0,0.063829787,0,0.936170213,0
THIEN,0.015625,0,0,0.984375,0
THIERRY,0,0.84375,0.0625,0.09375,0
THINH,0,0.016949153,0,0.983050847,0
THO,0.022727273,0.045454545,0,0.931818182,0
THOMAS,0.009741681,0.959172504,0.013098365,0.01568885,0.002298599
THONG,0,0,0,1,0
THOR,0,0.954545455,0,0.022727273,0.022727273
THU,0,0.060606061,0,0.929292929,0.01010101
THUAN,0,0.014285714,0,0.971428571,0.014285714
THUC,0,0,0,1,0
THURMAN,0,0.714285714,0.257142857,0,0.028571429
THUY,0.004716981,0.04245283,0.004716981,0.948113208,0
TIA,0,0.74015748,0.188976378,0.062992126,0.007874016
TIAN,0,0,0.028571429,0.971428571,0
TIBOR,0.027027027,0.891891892,0,0.054054054,0.027027027
TIEN,0.020618557,0.041237113,0,0.93814433,0
TIFFANI,0.030927835,0.845360825,0.092783505,0.030927835,0
TIFFANIE,0.02,0.82,0.1,0.06,0
TIFFANY,0.014184397,0.824331697,0.102018549,0.052918712,0.006546645
TIM,0.012158055,0.90881459,0.011144883,0.066869301,0.001013171
TIMMY,0.027777778,0.805555556,0.055555556,0.111111111,0
TIMOTHY,0.006912283,0.962742794,0.017626322,0.010437548,0.002281053
TIN,0,0.041666667,0,0.958333333,0
TINA,0.022992838,0.881643423,0.032039201,0.059932152,0.003392386
TING,0,0.050847458,0,0.93220339,0.016949153
TINH,0,0,0,1,0
TISHA,0.028985507,0.797101449,0.144927536,0.014492754,0.014492754
TITO,0.459459459,0.135135135,0,0.405405405,0
TITUS,0,0.558823529,0.264705882,0.176470588,0
TOAN,0,0.033898305,0,0.966101695,0
TOBIAS,0.102272727,0.863636364,0.022727273,0.011363636,0
TOBIN,0.017241379,0.948275862,0,0.017241379,0.017241379
TOBY,0.018518519,0.929012346,0.027777778,0.021604938,0.00308642
TOD,0.00617284,0.987654321,0,0.00617284,0
TODD,0.004019574,0.978853548,0.00943726,0.006641035,0.001048584
TOM,0.009345794,0.820353063,0.010384216,0.154724818,0.005192108
TOMAS,0.674267101,0.254071661,0.009771987,0.061889251,0
TOMASZ,0.00990099,0.98019802,0,0.00990099,0
TOMEKA,0,0,1,0,0
TOMI,0.033333333,0.866666667,0,0.066666667,0.033333333
TOMISLAV,0,1,0,0,0
TOMMIE,0.038461538,0.615384615,0.323076923,0.015384615,0.007692308
TOMMY,0.035561878,0.73826458,0.088193457,0.13086771,0.007112376
TONG,0,0,0,0.986486486,0.013513514
TONI,0.028301887,0.870020964,0.083857442,0.01048218,0.007337526
TONIA,0.032051282,0.788461538,0.173076923,0.006410256,0
TONJA,0,0.830508475,0.152542373,0,0.016949153
TONY,0.069148936,0.630023641,0.0856974,0.210992908,0.004137116
TONYA,0.008908686,0.83518931,0.146993318,0.004454343,0.004454343
TORI,0.011235955,0.921348315,0.056179775,0.011235955,0
TORREY,0.027027027,0.72972973,0.243243243,0,0
TORY,0,0.9,0.05,0.033333333,0.016666667
TOSHA,0,0.677419355,0.322580645,0,0
TRACE,0.03030303,0.909090909,0.060606061,0,0
TRACEE,0,0.875,0.1,0.025,0
TRACEY,0.008006405,0.897518014,0.084067254,0.008807046,0.001601281
TRACI,0.00554785,0.930651872,0.045769764,0.016643551,0.001386963
TRACIE,0.010443864,0.903394256,0.067885117,0.015665796,0.002610966
TRACY,0.009946628,0.923338185,0.042455119,0.02134886,0.002911208
TRAM,0,0.060606061,0,0.939393939,0
TRAN,0,0,0,1,0
TRANG,0,0.043103448,0,0.948275862,0.00862069
TRAVIS,0.007337526,0.942348008,0.035639413,0.009958071,0.004716981
TRENA,0.025,0.825,0.125,0,0.025
TRENT,0,0.97133758,0.015923567,0.012738854,0
TRENTON,0,0.91954023,0.057471264,0.022988506,0
TRESA,0,0.944444444,0.055555556,0,0
TRESSA,0,0.88372093,0.11627907,0,0
TREVA,0,0.804878049,0.195121951,0,0
TREVOR,0.008995502,0.922038981,0.056971514,0.008995502,0.002998501
TREY,0,0.939393939,0.03030303,0.03030303,0
TRI,0,0.03125,0,0.96875,0
TRICIA,0.020134228,0.922818792,0.030201342,0.021812081,0.005033557
TRINA,0.035714286,0.766233766,0.159090909,0.032467532,0.006493506
TRINH,0,0.035087719,0,0.964912281,0
TRINIDAD,0.835051546,0.103092784,0,0.06185567,0
TRINITY,0,0.90625,0.03125,0.0625,0
TRISH,0,0.972972973,0,0.027027027,0
TRISHA,0.01980198,0.95049505,0.012376238,0.014851485,0.002475248
TRISTA,0,0.94,0.04,0,0.02
TRISTAN,0.012048193,0.831325301,0.048192771,0.108433735,0
TRONG,0,0,0,1,0
TROY,0.008465608,0.923809524,0.055555556,0.010582011,0.001587302
TRUC,0,0.033333333,0,0.933333333,0.033333333
TRUDI,0,0.974358974,0.025641026,0,0
TRUDIE,0,1,0,0,0
TRUDY,0.00955414,0.939490446,0.035031847,0.015923567,0
TRUMAN,0.039215686,0.921568627,0.039215686,0,0
TRUNG,0,0,0,1,0
TRUONG,0,0,0,1,0
TU,0.012048193,0,0,0.975903614,0.012048193
TUAN,0.003861004,0.023166023,0,0.969111969,0.003861004
TUCKER,0,1,0,0,0
TUNG,0,0.021505376,0,0.978494624,0
TUSHAR,0,0.175,0,0.775,0.05
TUYEN,0.024390244,0,0,0.975609756,0
TUYET,0,0.048780488,0,0.926829268,0.024390244
TWILA,0.034482759,0.913793103,0.051724138,0,0
TWYLA,0,0.886363636,0.090909091,0,0.022727273
TY,0.004347826,0.834782609,0.017391304,0.139130435,0.004347826
TYE,0,0.933333333,0,0.066666667,0
TYLER,0.008466604,0.976481656,0.001881468,0.008466604,0.004703669
TYRA,0,0.673913043,0.326086957,0,0
TYRONE,0.038167939,0.320610687,0.595419847,0.041984733,0.003816794
TYSON,0.010526316,0.931578947,0.026315789,0.026315789,0.005263158
TZVI,0,1,0,0,0
UBALDO,0.916666667,0.055555556,0,0.027777778,0
UDAY,0,0.21875,0,0.78125,0
UDO,0,1,0,0,0
ULISES,0.897435897,0.102564103,0,0,0
ULRIKE,0,1,0,0,0
ULYSSES,0.177777778,0.155555556,0.466666667,0.177777778,0.022222222
UMA,0,0.150943396,0,0.830188679,0.018867925
UMESH,0,0.108108108,0,0.891891892,0
URIEL,0.783333333,0.166666667,0.016666667,0.016666667,0.016666667
URSULA,0.06,0.83,0.09,0.015,0.005
URSZULA,0,1,0,0,0
USHA,0,0.25,0,0.693181818,0.056818182
UT,0,0,0,1,0
UTE,0,1,0,0,0
UWE,0,1,0,0,0
VADIM,0.009174312,0.963302752,0,0.027522936,0
VAHAN,0,1,0,0,0
VAHE,0,1,0,0,0
VAHIK,0,1,0,0,0
VAISHALI,0,0.189189189,0.027027027,0.756756757,0.027027027
VAL,0.012195122,0.926829268,0.024390244,0.036585366,0
VALARIE,0.036036036,0.747747748,0.216216216,0,0
VALENTIN,0.4375,0.5,0.015625,0.0234375,0.0234375
VALENTINA,0.134453782,0.831932773,0,0.033613445,0
VALENTINE,0.155555556,0.6,0.111111111,0.133333333,0
VALERI,0.025641026,0.974358974,0,0,0
VALERIA,0.243243243,0.554054054,0.202702703,0,0
VALERIE,0.038259565,0.866466617,0.075393848,0.01687922,0.00300075
VALERIY,0,0.978723404,0,0.021276596,0
VALERY,0,0.886792453,0.113207547,0,0
VALORIE,0,0.915492958,0.084507042,0,0
VAN,0.017699115,0.463126844,0.050147493,0.466076696,0.002949853
VANCE,0.005434783,0.89673913,0.054347826,0.032608696,0.010869565
VANDANA,0,0.102564103,0,0.897435897,0
VANESSA,0.157598499,0.634146341,0.159474672,0.040337711,0.008442777
VARSHA,0,0.222222222,0.027777778,0.75,0
VASILE,0.025,0.95,0,0.025,0
VASILIKI,0,1,0,0,0
VASILIOS,0.025,0.975,0,0,0
VASILIY,0.026315789,0.973684211,0,0,0
VASYL,0,1,0,0,0
VAUGHN,0,0.881889764,0.102362205,0.015748031,0
VEENA,0,0.2,0,0.777777778,0.022222222
VELMA,0.117241379,0.510344828,0.337931034,0.020689655,0.013793103
VENESSA,0.1875,0.5625,0.25,0,0
VENKAT,0,0.238095238,0,0.714285714,0.047619048
VENKATA,0,0.153846154,0.009615385,0.817307692,0.019230769
VENKATESH,0,0.139534884,0,0.860465116,0
VENUS,0.127272727,0.418181818,0.2,0.236363636,0.018181818
VERA,0.031707317,0.746341463,0.175609756,0.041463415,0.004878049
VERN,0,0.902777778,0.055555556,0.041666667,0
VERNA,0.018404908,0.736196319,0.202453988,0.036809816,0.006134969
VERNE,0,0.970588235,0,0.029411765,0
VERNON,0.010989011,0.795918367,0.15855573,0.034536892,0
VERONICA,0.401333333,0.466666667,0.102,0.028,0.002
VERONIKA,0.081081081,0.918918919,0,0,0
VERONIQUE,0.027027027,0.810810811,0.162162162,0,0
VICENTE,0.82629108,0.056338028,0,0.117370892,0
VICKEY,0,0.926829268,0.073170732,0,0
VICKI,0.008381351,0.954426401,0.020429544,0.014667365,0.002095338
VICKIE,0.014317181,0.921806167,0.052863436,0.007709251,0.003303965
VICKY,0.041666667,0.843253968,0.015873016,0.093253968,0.005952381
VICTOR,0.40711326,0.474792818,0.048687845,0.067679558,0.001726519
VICTORIA,0.084241104,0.835148874,0.037400145,0.037037037,0.00617284
VIDA,0.020833333,0.708333333,0.1875,0.0625,0.020833333
VIDAL,0.705882353,0.147058824,0.088235294,0.058823529,0
VIDYA,0,0.285714286,0,0.714285714,0
VIEN,0,0,0,1,0
VIET,0,0,0,1,0
VIJAY,0,0.18134715,0,0.787564767,0.031088083
VIJAYA,0.015384615,0.184615385,0,0.8,0
VIKAS,0,0.276923077,0,0.723076923,0
VIKI,0,0.95,0,0.025,0.025
VIKKI,0.012048193,0.903614458,0.048192771,0.036144578,0
VIKRAM,0.015384615,0.230769231,0,0.753846154,0
VIKTOR,0.010638298,0.978723404,0,0.010638298,0
VILMA,0.537931034,0.248275862,0.062068966,0.151724138,0
VINAY,0,0.061538462,0,0.923076923,0.015384615
VINCE,0.053763441,0.76344086,0.032258065,0.139784946,0.010752688
VINCENT,0.04148784,0.819384835,0.055078684,0.080472103,0.003576538
VINCENZA,0.029411765,0.970588235,0,0,0
VINCENZO,0.019607843,0.980392157,0,0,0
VINH,0,0.025806452,0,0.974193548,0
VINOD,0,0.233333333,0.011111111,0.733333333,0.022222222
VIOLA,0.198473282,0.465648855,0.267175573,0.038167939,0.030534351
VIOLET,0.058823529,0.682352941,0.188235294,0.070588235,0
VIOLETA,0.459770115,0.275862069,0,0.252873563,0.011494253
VIOLETTA,0,1,0,0,0
VIPUL,0.041666667,0.208333333,0,0.708333333,0.041666667
VIRGIL,0.008032129,0.875502008,0.100401606,0.012048193,0.004016064
VIRGILIO,0.305882353,0.164705882,0,0.529411765,0
VIRGINA,0.03125,0.9375,0,0.03125,0
VIRGINIA,0.0958456,0.837749428,0.036637226,0.026496565,0.003271181
VISHAL,0,0.2,0,0.8,0
VITA,0,0.90625,0.03125,0.0625,0
VITALIY,0,0.980392157,0,0.019607843,0
VITALY,0,1,0,0,0
VITO,0.017857143,0.970238095,0,0.005952381,0.005952381
VIVEK,0,0.2,0.008695652,0.773913043,0.017391304
VIVIAN,0.092882992,0.627261761,0.141133896,0.136308806,0.002412545
VIVIANA,0.730769231,0.230769231,0.019230769,0.019230769,0
VIVIEN,0,0.705882353,0.029411765,0.205882353,0.058823529
VLADIMIR,0.052910053,0.917989418,0.018518519,0.010582011,0
VLADISLAV,0,1,0,0,0
VOLODYMYR,0.033333333,0.966666667,0,0,0
VON,0.02173913,0.739130435,0.130434783,0.108695652,0
VONDA,0,0.948275862,0.051724138,0,0
VU,0,0.03960396,0.00990099,0.940594059,0.00990099
VYACHESLAV,0,1,0,0,0
WADE,0.003533569,0.946996466,0.028268551,0.017667845,0.003533569
WAI,0,0.012820513,0,0.987179487,0
WALDEMAR,0.06,0.94,0,0,0
WALID,0,0.921052632,0,0.078947368,0
WALKER,0,0.971428571,0,0.028571429,0
WALLACE,0.011142061,0.844011142,0.077994429,0.061281337,0.005571031
WALLY,0.022222222,0.777777778,0.066666667,0.133333333,0
WALT,0,0.976744186,0.023255814,0,0
WALTER,0.045122339,0.857959962,0.076898634,0.018748014,0.001271052
WALTRAUD,0,1,0,0,0
WAN,0,0.071428571,0,0.910714286,0.017857143
WANDA,0.042042042,0.775525526,0.165165165,0.011261261,0.006006006
WANG,0,0,0,1,0
WARD,0,0.983739837,0,0.008130081,0.008130081
WARNER,0.043478261,0.804347826,0.086956522,0.065217391,0
WARREN,0.005751849,0.860312243,0.074774035,0.053410025,0.005751849
WAYNE,0.006946454,0.904775687,0.047178003,0.038494935,0.00260492
WEI,0.004926108,0.007389163,0,0.982758621,0.004926108
WEIDONG,0,0,0,1,0
WEIMIN,0,0,0,1,0
WEIMING,0,0,0,1,0
WEIPING,0,0,0,1,0
WELDON,0,0.90625,0.09375,0,0
WEN,0,0.013422819,0,0.979865772,0.006711409
WENDE,0,1,0,0,0
WENDEE,0,1,0,0,0
WENDELL,0.007246377,0.677536232,0.268115942,0.043478261,0.003623188
WENDI,0.012295082,0.967213115,0.004098361,0.016393443,0
WENDIE,0,0.966666667,0,0.033333333,0
WENDY,0.028009084,0.916477416,0.016149382,0.037597779,0.001766339
WERNER,0.059701493,0.910447761,0.014925373,0.014925373,0
WES,0,0.953488372,0,0.046511628,0
WESLEY,0.004401408,0.916373239,0.038732394,0.036971831,0.003521127
WESTON,0.01369863,0.98630137,0,0,0
WHITNEY,0.006289308,0.953878407,0.025157233,0.012578616,0.002096436
WIESLAW,0,1,0,0,0
WIESLAWA,0,1,0,0,0
WILBERT,0.096153846,0.394230769,0.451923077,0.048076923,0.009615385
WILBUR,0.04379562,0.781021898,0.131386861,0.04379562,0
WILBURN,0,0.903225806,0.096774194,0,0
WILDA,0.205882353,0.705882353,0.088235294,0,0
WILEY,0,0.846153846,0.153846154,0,0
WILFORD,0,0.742857143,0.114285714,0.114285714,0.028571429
WILFRED,0.054794521,0.575342466,0.219178082,0.150684932,0
WILFREDO,0.679558011,0.08839779,0,0.232044199,0
WILHELMINA,0,0.552631579,0.210526316,0.236842105,0
WILL,0.060344828,0.810344828,0.077586207,0.051724138,0
WILLA,0.016666667,0.666666667,0.3,0.016666667,0
WILLARD,0.015936255,0.912350598,0.059760956,0.011952191,0
WILLIAM,0.013965868,0.945232504,0.025583216,0.012995146,0.002223266
WILLIE,0.022197558,0.188679245,0.759156493,0.025527192,0.004439512
WILLIS,0,0.823170732,0.12195122,0.048780488,0.006097561
WILLY,0.2,0.428571429,0.057142857,0.314285714,0
WILMA,0.043887147,0.755485893,0.131661442,0.065830721,0.003134796
WILMER,0.451612903,0.467741935,0.064516129,0.016129032,0
WILSON,0.232704403,0.41509434,0.091194969,0.257861635,0.003144654
WINDY,0,0.764705882,0.088235294,0.147058824,0
WING,0,0,0,0.988764045,0.011235955
WINIFRED,0,0.748148148,0.177777778,0.066666667,0.007407407
WINNIE,0.027027027,0.189189189,0.063063063,0.720720721,0
WINONA,0.027777778,0.75,0.055555556,0.138888889,0.027777778
WINSTON,0.057971014,0.449275362,0.323671498,0.169082126,0
WITOLD,0,1,0,0,0
WOJCIECH,0,1,0,0,0
WOLFGANG,0.013513514,0.986486486,0,0,0
WON,0,0.026315789,0,0.973684211,0
WOO,0,0,0,1,0
WOODROW,0,0.802197802,0.186813187,0.010989011,0
WOON,0,0,0,1,0
WYATT,0.010204082,0.928571429,0.040816327,0.010204082,0.010204082
WYNNE,0,1,0,0,0
XAVIER,0.504347826,0.304347826,0.165217391,0.026086957,0
XI,0,0.025,0,0.975,0
XIA,0,0,0,1,0
XIAN,0,0,0,1,0
XIANG,0,0,0,1,0
XIAO,0,0.019480519,0,0.980519481,0
XIAODONG,0,0,0,1,0
XIAOFENG,0,0,0,1,0
XIAOHONG,0,0,0,1,0
XIAOPING,0,0,0,1,0
XIN,0.014814815,0.007407407,0,0.977777778,0
XING,0,0.023809524,0,0.976190476,0
XIOMARA,0.805555556,0.111111111,0.083333333,0,0
XIONG,0,0,0,1,0
XIU,0,0,0,1,0
XOCHITL,0.694444444,0.25,0,0.055555556,0
XU,0,0,0,1,0
XUAN,0,0.016949153,0.016949153,0.966101695,0
XUE,0,0,0,1,0
XUEJUN,0,0,0,1,0
XUN,0,0,0,1,0
YADIRA,0.867647059,0.117647059,0.014705882,0,0
YAKOV,0,1,0,0,0
YAN,0.003802281,0.072243346,0.003802281,0.912547529,0.007604563
YANA,0,1,0,0,0
YANET,1,0,0,0,0
YANG,0.008,0,0,0.992,0
YAO,0,0.016129032,0.032258065,0.951612903,0
YARON,0,1,0,0,0
YASMIN,0.31884058,0.304347826,0.072463768,0.289855072,0.014492754
YE,0.032258065,0.032258065,0,0.935483871,0
YEE,0,0.048780488,0,0.951219512,0
YEFIM,0,1,0,0,0
YELENA,0.006802721,0.993197279,0,0,0
YEN,0.010638298,0.021276596,0,0.968085106,0
YESENIA,0.915966387,0.075630252,0.008403361,0,0
