firstname,f_his,f_whi,f_bla,f_asi,f_ai,f_oth
GIDEON,5.46E-06,1.60E-05,1.79E-05,2.40E-05,0,0
GIGI,2.18E-05,1.87E-05,1.79E-05,4.79E-05,0,0
GIL,0.000147418,2.78E-05,0,0.000149757,0,0
GILBERT,0.001397739,0.000201119,0.000321469,0.000239611,0.000677507,0.000242072
GILBERTO,0.001479637,1.00E-05,8.93E-06,5.99E-06,0,0
GILDA,0.000174717,2.42E-05,9.82E-05,3.00E-05,0,0
GILDARDO,0.000169257,1.37E-06,0,0,0,0
GILES,5.46E-06,1.78E-05,0,5.99E-06,0,0
GILLES,0,1.19E-05,0,0,0,0
GILLIAN,1.09E-05,6.11E-05,0.000107156,1.80E-05,0,0
GINA,0.000442253,0.000874709,0.000482203,0.000407339,0.000451671,0.000242072
GINETTE,0,9.12E-06,8.93E-05,5.99E-06,0,0
GINGER,1.64E-05,0.000206592,8.93E-05,4.79E-05,0.000677507,0.000242072
GINNY,5.46E-06,2.28E-05,0,0,0,0.000242072
GINO,4.91E-05,4.29E-05,0,3.00E-05,0,0
GIOVANNA,4.91E-05,2.23E-05,8.93E-06,5.99E-06,0.000225836,0
GIOVANNI,0.000223857,5.79E-05,4.46E-05,5.39E-05,0.000225836,0
GIRISH,0,1.82E-06,0,0.000269563,0.000225836,0
GISELA,0.000152878,2.33E-05,0,5.99E-06,0,0
GISELE,2.18E-05,1.50E-05,7.14E-05,5.99E-06,0,0
GISELLE,9.28E-05,1.37E-05,4.46E-05,5.99E-06,0,0
GITA,0,6.84E-06,0,0.000149757,0,0
GIULIO,0,9.58E-06,0,0,0,0
GIUSEPPE,3.82E-05,7.30E-05,8.93E-06,5.99E-06,0.000225836,0
GIUSEPPINA,0,1.14E-05,0,0,0,0
GLADYS,0.000829907,8.48E-05,0.000750094,0.000143767,0,0
GLEN,4.91E-05,0.000550912,0.000151805,0.000287534,0,0.000242072
GLENDA,0.000262076,0.00029689,0.000678656,0.000119806,0.000677507,0.000242072
GLENN,0.000109198,0.00117388,0.000767953,0.00062898,0.001129178,0.001936577
GLENNA,5.46E-06,5.38E-05,3.57E-05,1.20E-05,0,0.000242072
GLENNON,0,8.67E-06,0,0,0,0
GLORIA,0.004045798,0.000694568,0.003071813,0.000784727,0.001355014,0.001694505
GLORY,0,1.14E-05,3.57E-05,5.99E-06,0,0
GLYNN,0,1.50E-05,3.57E-05,5.99E-06,0,0
GONZALO,0.001053764,5.93E-06,0,1.20E-05,0,0
GOPAL,0,2.74E-06,0,0.000251592,0,0
GORAN,0,1.87E-05,0,0,0,0
GORDANA,0,1.19E-05,0,0,0,0
GORDON,3.28E-05,0.00058466,0.000205383,0.000365407,0.001129178,0.000484144
GRACE,0.000409494,0.000336567,0.000642938,0.001491581,0.000451671,0
GRACIE,4.91E-05,9.12E-06,0.000151805,5.99E-06,0.000225836,0
GRACIELA,0.001195722,1.64E-05,8.93E-06,0,0,0
GRADY,1.64E-05,4.97E-05,0.000116086,0,0,0
GRAEME,0,2.51E-05,0,0,0,0
GRAHAM,0,0.000120854,4.46E-05,5.99E-06,0.000225836,0
GRAIG,0,1.00E-05,0,0,0,0
GRANT,1.09E-05,0.000326078,5.36E-05,0.000125796,0,0
GRAYDON,0,8.67E-06,0,0,0,0
GRAYSON,0,1.19E-05,0,0,0,0
GRAZYNA,5.46E-06,2.01E-05,8.93E-06,0,0,0
GREG,0.000114658,0.00067131,0.000205383,0.000191689,0.000225836,0.000484144
GREGG,1.64E-05,0.000364386,6.25E-05,5.99E-05,0,0
GREGGORY,0,1.60E-05,3.57E-05,5.99E-06,0,0
GREGORIA,0.000125578,2.28E-06,8.93E-06,2.40E-05,0,0
GREGORIO,0.00066611,6.38E-06,8.93E-06,0.000131786,0,0
GREGORY,0.000611511,0.004494399,0.003625453,0.000563087,0.00203252,0.002904866
GRETA,1.09E-05,6.93E-05,0.000196453,4.19E-05,0,0.000242072
GRETCHEN,3.28E-05,0.000350705,0.000107156,1.80E-05,0.000225836,0.000484144
GRICELDA,0.000185637,1.37E-06,0,0,0,0
GRIGOR,0,1.28E-05,0,0,0,0
GRIGORIY,0,8.67E-06,0,0,0,0
GRISELDA,0.000540532,4.10E-06,1.79E-05,2.40E-05,0,0
GROVER,1.09E-05,2.23E-05,8.93E-05,0,0,0
GRZEGORZ,0,3.15E-05,0,0,0,0
GUADALUPE,0.003488886,1.46E-05,0,1.80E-05,0,0
GUAN,0,0,0,0.000101835,0,0
GUANG,0,9.12E-07,0,0.000233621,0,0
GUDRUN,0,7.75E-06,0,0,0,0
GUIDO,6.01E-05,2.28E-05,0,0,0,0
GUILLERMINA,0.000589671,3.65E-06,0,0,0,0
GUILLERMO,0.002691739,1.55E-05,0,8.39E-05,0,0.000242072
GUNNAR,0,1.23E-05,0,0,0,0
GUNTHER,0,8.67E-06,0,0,0,0
GUO,5.46E-06,0,0,0.0004313,0,0
GURPREET,0,5.93E-06,0,0.00020367,0.000677507,0
GUS,8.19E-05,4.06E-05,3.57E-05,1.20E-05,0,0
GUSTAV,0,6.84E-06,0,0,0,0
GUSTAVO,0.002375063,2.01E-05,8.93E-06,1.20E-05,0,0
GUY,4.91E-05,0.0003767,0.000223242,0.000119806,0,0.000968289
GWEN,2.18E-05,0.00015825,0.000107156,6.59E-05,0.000225836,0.000242072
GWENDOLYN,3.82E-05,0.00015369,0.002393156,4.19E-05,0,0.000726216
GWYN,0,1.37E-05,0,5.99E-06,0,0
GWYNETH,0,6.84E-06,0,0,0,0
HA,0,2.74E-06,0,0.000545116,0,0.000484144
HABIB,0,1.28E-05,2.68E-05,4.79E-05,0,0.000242072
HAE,0,4.56E-07,0,0.000293524,0,0
HAI,5.46E-06,1.37E-06,0,0.00126395,0,0
HAILEY,0,1.64E-05,0,3.00E-05,0,0
HAIM,0,8.67E-06,0,0,0,0
HAKOP,0,7.75E-06,0,0,0,0
HAL,5.46E-06,7.21E-05,1.79E-05,2.40E-05,0,0
HALEY,5.46E-06,6.07E-05,1.79E-05,1.20E-05,0,0
HALINA,0,2.74E-05,0,0,0,0
HALLIE,0,3.01E-05,1.79E-05,0,0,0
HAMID,0,4.47E-05,1.79E-05,0.000185699,0,0
HAMILTON,1.64E-05,9.12E-06,2.68E-05,3.00E-05,0,0
HAN,0,2.74E-06,0,0.000503184,0,0
HANA,5.46E-06,1.14E-05,8.93E-06,4.19E-05,0,0
HANAN,0,1.37E-05,0,1.80E-05,0,0
HANG,5.46E-06,1.37E-06,0,0.000485213,0,0
HANH,0,0,0,0.000497194,0,0
HANI,0,1.23E-05,0,3.59E-05,0,0
HANK,0,1.50E-05,0,5.39E-05,0,0
HANNA,1.09E-05,3.06E-05,7.14E-05,0.000137777,0,0
HANNAH,2.73E-05,0.000146849,0.000125016,0.000305504,0.000225836,0.000242072
HANNELORE,0,1.28E-05,0,0,0,0
HANS,3.82E-05,0.000129975,1.79E-05,6.59E-05,0.000225836,0.000242072
HANY,0,1.73E-05,0,3.00E-05,0,0
HAO,5.46E-06,0,0,0.000880572,0,0
HARALD,1.64E-05,1.41E-05,0,5.99E-06,0,0
HARI,0,5.93E-06,0,0.00020367,0.000225836,0.000242072
HARINDER,1.09E-05,3.19E-06,8.93E-06,0.000149757,0.000225836,0
HARISH,0,3.65E-06,0,0.000245602,0,0.000242072
HARJINDER,0,4.56E-06,0,0.000239611,0,0
HARLAN,5.46E-06,5.38E-05,2.68E-05,5.99E-06,0.000451671,0
HARLEY,1.09E-05,5.24E-05,3.57E-05,1.20E-05,0,0
HARMONY,0,1.23E-05,0,1.20E-05,0.000225836,0.000242072
HAROLD,0.000283916,0.000948134,0.001455539,0.00021565,0.001580849,0.000726216
HARPREET,0,6.84E-06,0,0.000281543,0.000225836,0
HARRIET,1.09E-05,0.000110365,0.00029468,6.59E-05,0,0.000242072
HARRIETT,5.46E-06,2.60E-05,9.82E-05,0,0,0
HARRIS,1.64E-05,3.42E-05,1.79E-05,7.19E-05,0.000225836,0.000242072
HARRISON,1.09E-05,2.65E-05,0.000151805,4.79E-05,0.000225836,0
HARRY,0.000185637,0.00074063,0.000794742,0.000503184,0.001129178,0.000726216
HARVEY,7.10E-05,0.000235779,0.000482203,0.000113815,0,0.000484144
HASAN,5.46E-06,1.46E-05,8.93E-06,5.99E-05,0.000225836,0
HASMIK,0,9.58E-06,0,0,0,0
HASSAN,2.18E-05,3.37E-05,9.82E-05,0.000119806,0,0.000484144
HATTIE,5.46E-06,1.05E-05,0.000348258,5.99E-06,0.000225836,0
HAU,5.46E-06,0,0,0.000191689,0,0.000242072
HAYDEE,0.000218397,2.74E-06,0,1.80E-05,0,0
HAYDEN,5.46E-06,1.14E-05,2.68E-05,5.99E-06,0,0
HAYLEY,0,3.69E-05,8.93E-06,5.99E-06,0.000225836,0
HAZEL,2.73E-05,8.71E-05,0.000526852,0.000131786,0.000225836,0.001210361
HEATH,0,0.000106716,2.68E-05,5.99E-06,0.000225836,0.000242072
HEATHER,0.000283916,0.002576698,0.000464344,0.000179709,0.001806685,0.002178649
HECTOR,0.005618254,2.78E-05,4.46E-05,8.99E-05,0,0
HEDY,1.09E-05,1.09E-05,8.93E-06,2.40E-05,0,0
HEE,5.46E-06,9.12E-07,0,0.000299514,0,0.000242072
HEIDE,5.46E-06,1.92E-05,0,0,0,0.000242072
HEIDI,0.000103738,0.000967288,7.14E-05,0.000191689,0.000677507,0
HEIKE,0,1.55E-05,8.93E-06,0,0,0
HEINZ,1.09E-05,1.96E-05,8.93E-06,5.99E-06,0,0
HELEN,0.000496852,0.000995107,0.001669852,0.001653318,0.000903342,0.002420721
HELENA,7.64E-05,7.57E-05,0.000116086,0.000155747,0.000451671,0
HELENE,1.64E-05,0.000119942,5.36E-05,4.19E-05,0,0
HELGA,1.64E-05,3.74E-05,0,0,0,0
HELMUT,0,1.46E-05,0,0,0,0
HEMA,0,2.28E-06,0,0.000155747,0.000225836,0
HEMANT,0,4.56E-06,8.93E-06,0.000167728,0.000225836,0.000242072
HENDRIK,0,9.12E-06,0,0,0,0
HENG,5.46E-06,4.56E-07,0,0.000227631,0,0
HENRI,1.09E-05,1.46E-05,5.36E-05,3.00E-05,0,0
HENRIETTA,6.55E-05,2.60E-05,0.000232172,1.20E-05,0,0
HENRIK,0,1.60E-05,8.93E-06,5.99E-06,0,0
HENRY,0.001523317,0.000835489,0.002241352,0.00232423,0.000451671,0.001452433
HENRYK,0,1.28E-05,0,0,0,0
HERB,0,1.41E-05,2.68E-05,0,0,0
HERBERT,0.000163797,0.000347968,0.000937617,0.000149757,0.001129178,0.000242072
HERIBERTO,0.000709789,5.02E-06,0,5.99E-06,0,0
HERLINDA,0.000229316,2.74E-06,8.93E-06,0,0,0
HERMAN,0.000223857,0.000104892,0.00084832,0.000263572,0,0
HERMELINDA,0.000174717,1.82E-06,8.93E-06,1.80E-05,0,0
HERMINIA,0.000191097,2.28E-06,0,8.39E-05,0,0.000242072
HERMINIO,0.000103738,2.28E-06,0,6.59E-05,0,0
HERNAN,0.000327595,4.56E-06,0,0,0,0
HERVE,5.46E-06,1.14E-05,2.68E-05,5.99E-06,0,0
HETAL,0,1.82E-06,0,0.000179709,0,0
HIEN,0,9.12E-07,0,0.000676902,0,0
HIEP,5.46E-06,4.56E-07,0,0.000359417,0,0
HIEU,5.46E-06,9.12E-07,0,0.000443281,0,0
HILARIO,0.000300295,4.56E-07,0,4.79E-05,0,0
HILARY,0,0.000125414,8.93E-06,1.20E-05,0.000225836,0.000242072
HILDA,0.001102903,6.93E-05,0.000133945,5.39E-05,0,0.000484144
HILLARY,1.09E-05,8.76E-05,8.93E-06,1.20E-05,0.000225836,0
HIMANSHU,0,1.82E-06,0,0.000155747,0,0
HINA,0,2.74E-06,0,0.000185699,0.000225836,0
HING,0,0,0,0.000107825,0,0
HIPOLITO,0.000234776,9.12E-07,0,1.80E-05,0,0
HIRAM,0.000141958,1.32E-05,2.68E-05,2.40E-05,0,0
HIROKO,0,1.82E-06,0,0.000155747,0,0
HISHAM,5.46E-06,1.14E-05,0,2.40E-05,0,0
HITESH,0,2.74E-06,0,0.000161738,0,0
HO,0,0,0,0.000461252,0,0.000242072
HOA,5.46E-06,4.56E-07,0,0.001012358,0,0
HOAI,0,0,0,0.000113815,0,0
HOAN,0,1.37E-06,0,0.000167728,0,0
HOANG,5.46E-06,9.12E-07,0,0.000898543,0,0
HOI,0,0,0,0.000173718,0,0
HOLLEY,0,1.50E-05,0,0,0,0
HOLLI,0,3.42E-05,8.93E-06,0,0,0
HOLLIE,0,5.56E-05,4.46E-05,0,0,0
HOLLIS,1.09E-05,2.87E-05,8.04E-05,5.99E-06,0,0
HOLLY,7.64E-05,0.001051658,0.000107156,0.000197679,0.000225836,0.000484144
HOMER,4.91E-05,4.56E-05,8.93E-05,4.19E-05,0,0
HOMERO,0.000158338,4.56E-07,8.93E-06,0,0,0
HONG,1.09E-05,2.74E-06,0,0.00233022,0,0.000242072
HOPE,9.28E-05,0.000112645,0.000258961,1.80E-05,0,0
HORACE,1.09E-05,3.83E-05,0.00058043,1.80E-05,0,0.000242072
HORACIO,0.000414954,4.10E-06,8.93E-06,5.99E-06,0,0
HORST,0,1.05E-05,0,0,0,0
HORTENCIA,0.000338515,1.82E-06,0,0,0,0
HOSSEIN,0,2.14E-05,0,2.40E-05,0.000225836,0
HOUSTON,5.46E-06,1.23E-05,6.25E-05,0,0,0
HOWARD,7.10E-05,0.00091849,0.001160859,0.000587048,0.000451671,0.000484144
HOYT,5.46E-06,1.55E-05,8.93E-06,5.99E-06,0,0
HSIU,0,0,0,0.000113815,0,0
HUA,0,0,0,0.000605019,0,0
HUAN,0,4.56E-07,8.93E-06,0.000437291,0,0
HUBERT,1.64E-05,6.52E-05,0.000250031,9.58E-05,0.000225836,0
HUE,0,9.12E-07,0,0.000311495,0,0
HUEY,0,5.02E-06,6.25E-05,0.000113815,0,0
HUGH,5.46E-06,0.000252653,0.000250031,6.59E-05,0,0.000484144
HUGO,0.001670734,2.92E-05,0,3.59E-05,0,0
HUI,5.46E-06,4.56E-07,0,0.001072261,0,0
HUMBERTO,0.001588836,7.75E-06,2.68E-05,1.20E-05,0,0
HUN,0,0,0,8.99E-05,0,0
HUNG,1.09E-05,1.37E-06,8.93E-06,0.002462007,0,0.000484144
HUNTER,1.09E-05,5.38E-05,0,0,0,0
HUONG,5.46E-06,4.56E-07,0,0.000736805,0,0
HUSSEIN,0,1.55E-05,6.25E-05,4.79E-05,0,0
HUY,0,4.56E-07,0,0.000652941,0,0
HUYEN,0,0,0,0.00020367,0,0
HWA,0,0,0,0.000179709,0,0
HYE,0,2.74E-06,0,0.000281543,0,0
HYO,0,4.56E-07,0,0.000197679,0,0
HYUN,5.46E-06,1.37E-06,0,0.000682892,0.000225836,0
HYUNG,0,9.12E-07,0,0.00022164,0,0
IAIN,0,2.14E-05,0,0,0,0
IAN,4.91E-05,0.000491169,0.00029468,0.000197679,0,0.000968289
IBRAHIM,5.46E-06,2.46E-05,9.82E-05,9.58E-05,0.000225836,0
IDA,0.000196557,7.98E-05,0.000366117,0.000107825,0.000451671,0.000242072
IDALIA,0.000136498,2.74E-06,0,5.99E-06,0,0
IGNACIO,0.001632515,1.09E-05,0,5.39E-05,0,0
IGOR,3.28E-05,0.000128607,0,1.80E-05,0,0
IHOR,0,8.67E-06,0,0,0,0
ILA,0,3.10E-05,0,5.99E-05,0.000225836,0.000242072
ILAN,0,1.64E-05,0,0,0,0
ILANA,5.46E-06,2.33E-05,0,5.99E-06,0,0
ILEANA,0.000240236,1.14E-05,0,0,0,0
ILENE,1.09E-05,6.84E-05,1.79E-05,1.20E-05,0,0.000242072
ILIANA,0.000196557,4.10E-06,0,0,0,0
ILIAS,0,6.84E-06,0,0,0,0
ILONA,1.64E-05,3.15E-05,1.79E-05,0,0,0
ILYA,5.46E-06,3.01E-05,0,0,0,0
IMAD,0,1.32E-05,0,5.39E-05,0,0
IMELDA,0.000491392,1.32E-05,3.57E-05,0.000341446,0.000225836,0
IMOGENE,1.09E-05,1.23E-05,7.14E-05,5.99E-06,0,0
IMRAN,0,9.12E-06,1.79E-05,0.000191689,0,0
IN,0,9.12E-07,0,0.000407339,0,0
INA,1.09E-05,3.83E-05,0.000125016,3.00E-05,0,0
INDERJIT,0,3.65E-06,0,0.000197679,0.000451671,0
INDIA,1.09E-05,7.30E-06,0.000107156,0,0,0
INDIRA,2.73E-05,6.38E-06,1.79E-05,0.000173718,0.000677507,0
INES,0.000262076,1.28E-05,2.68E-05,2.40E-05,0,0
INEZ,0.000103738,2.10E-05,0.000267891,2.40E-05,0,0.000242072
INGA,0,1.92E-05,1.79E-05,5.99E-06,0.000225836,0.000242072
INGE,0,2.10E-05,8.93E-06,1.20E-05,0,0
INGEBORG,5.46E-06,2.10E-05,0,0,0,0
INGRID,0.000278456,0.000131343,0.000312539,8.39E-05,0,0.000726216
INNA,0,4.61E-05,0,5.99E-06,0,0
IOAN,0,2.74E-05,0,0,0,0
IOANA,0,1.09E-05,0,0,0,0
IOANNIS,5.46E-06,1.46E-05,0,0,0,0
IQBAL,0,4.56E-06,0,0.000143767,0.000225836,0
IRA,1.64E-05,0.000137272,0.00029468,1.80E-05,0.000225836,0
IRENA,5.46E-06,3.24E-05,0,5.99E-06,0,0
IRENE,0.001255781,0.000442827,0.000464344,0.000652941,0.000225836,0.000484144
IRINA,3.82E-05,0.00013636,0,3.59E-05,0,0
IRIS,0.000551452,8.98E-05,0.000348258,0.000167728,0.000451671,0.000484144
IRMA,0.002418743,5.56E-05,0.000205383,7.79E-05,0,0
IRVIN,2.73E-05,3.60E-05,0.000223242,1.20E-05,0,0
IRVING,0.000103738,3.37E-05,0.000125016,1.80E-05,0.000451671,0
IRWIN,0,3.97E-05,3.57E-05,7.19E-05,0,0
IRYNA,0,1.73E-05,0,0,0,0
ISAAC,0.000600591,0.000104436,0.000634008,0.000149757,0.000451671,0.000242072
ISABEL,0.001425038,6.66E-05,2.68E-05,0.000119806,0.000225836,0
ISABELLA,3.82E-05,2.23E-05,1.79E-05,4.19E-05,0.000225836,0
ISABELLE,1.64E-05,3.65E-05,3.57E-05,2.40E-05,0,0
ISAIAH,2.73E-05,1.00E-05,0.000241102,5.99E-06,0,0
ISAIAS,0.000338515,1.37E-06,8.93E-06,5.99E-06,0,0
ISELA,0.000185637,9.12E-07,0,5.99E-06,0,0
ISIDRO,0.000764388,4.10E-06,0,4.19E-05,0,0
ISMAEL,0.001441418,1.09E-05,0,6.59E-05,0,0
ISMAIL,0,1.05E-05,6.25E-05,5.39E-05,0,0
ISRAEL,0.001119283,2.96E-05,7.14E-05,2.40E-05,0.000225836,0
ISSA,0,1.14E-05,0,2.40E-05,0.000225836,0
ISSAC,6.01E-05,5.47E-06,6.25E-05,0,0.000225836,0
IVA,5.46E-06,2.28E-05,1.79E-05,0,0,0
IVAN,0.001097443,0.000196559,0.000312539,0.000281543,0,0
IVANA,5.46E-06,1.23E-05,1.79E-05,2.40E-05,0,0
IVETTE,0.000207477,1.14E-05,1.79E-05,5.99E-06,0,0
IVONNE,0.000180177,1.09E-05,8.93E-06,5.99E-06,0,0.000242072
IVORY,0,1.82E-06,0.000223242,5.99E-06,0,0
IVY,5.46E-05,3.56E-05,0.000205383,0.000245602,0,0.000484144
IWONA,5.46E-06,1.96E-05,0,0,0,0
JACALYN,0,3.19E-05,4.46E-05,0,0,0
JACE,0,1.55E-05,0,5.99E-06,0,0
JACEK,5.46E-06,3.15E-05,0,0,0.000225836,0
JACINTA,5.46E-05,2.74E-06,9.82E-05,3.00E-05,0,0
JACINTO,0.000131038,2.74E-06,0,4.79E-05,0,0
JACK,0.000185637,0.00138412,0.00028575,0.000820669,0.001580849,0.001936577
JACKI,5.46E-06,1.96E-05,0,0,0,0
JACKIE,8.74E-05,0.000332006,0.000357188,0.000227631,0.000903342,0.000968289
JACKLYN,1.64E-05,3.69E-05,3.57E-05,2.40E-05,0,0.000242072
JACKSON,2.73E-05,4.70E-05,0.000160734,0.000179709,0,0
JACKY,0,9.12E-06,8.93E-06,0.000101835,0,0
JACLYN,2.18E-05,0.00015369,2.68E-05,3.59E-05,0.000451671,0
JACOB,0.000322135,0.000821807,0.00028575,0.000377388,0.000677507,0.000726216
JACQUE,1.09E-05,2.46E-05,2.68E-05,0,0,0
JACQUELIN,2.18E-05,1.60E-05,3.57E-05,0,0.000225836,0
JACQUELINE,0.001141122,0.001358581,0.003929063,0.000407339,0.001129178,0.001936577
JACQUELYN,7.64E-05,0.000273632,0.000669727,3.00E-05,0.000225836,0
JACQUELYNN,5.46E-06,1.60E-05,0,5.99E-06,0,0
JACQUES,3.28E-05,4.93E-05,0.00028575,1.80E-05,0,0
JACY,0,6.84E-06,0,0,0,0
JADA,0,1.05E-05,6.25E-05,0,0,0
JADE,1.09E-05,3.33E-05,3.57E-05,8.39E-05,0,0
JADWIGA,0,1.73E-05,0,0,0,0
JAE,0,8.67E-06,8.93E-06,0.000868591,0,0
JAGDISH,0,5.02E-06,0,0.000179709,0,0
JAI,0,6.84E-06,8.93E-06,0.000167728,0,0
JAIME,0.004204135,0.000320149,6.25E-05,0.000461252,0.000451671,0.000726216
JAIMEE,5.46E-06,1.23E-05,8.93E-06,1.80E-05,0,0
JAIMIE,1.64E-05,3.19E-05,2.68E-05,5.99E-06,0,0
JAIRO,0.000338515,9.12E-07,0,0,0,0
JAKE,2.73E-05,7.25E-05,4.46E-05,5.99E-05,0,0
JAMAL,1.64E-05,2.19E-05,0.000241102,0.000107825,0,0.000242072
JAMEE,0,1.23E-05,0,0,0,0
JAMES,0.002495182,0.019603882,0.013385602,0.004031461,0.011969286,0.013071895
JAMEY,5.46E-06,3.56E-05,0,5.99E-06,0,0
JAMI,5.46E-06,9.67E-05,2.68E-05,5.99E-06,0,0
JAMIE,0.000327595,0.0012847,0.000419695,0.000293524,0.001129178,0.000968289
JAMIL,5.46E-06,9.12E-06,6.25E-05,4.79E-05,0,0
JAMILA,0,6.84E-06,0.000196453,3.00E-05,0,0
JAMISON,5.46E-06,2.74E-05,0,5.99E-06,0,0
JAN,2.73E-05,0.0005915,7.14E-05,0.000143767,0.000225836,0.000484144
JANA,6.01E-05,0.000291874,8.04E-05,5.99E-06,0.000903342,0.000242072
JANAE,5.46E-06,1.96E-05,8.93E-06,5.99E-06,0,0
JANE,0.000185637,0.001655471,0.000339328,0.000874581,0.001580849,0.001936577
JANEEN,1.09E-05,3.69E-05,6.25E-05,5.99E-06,0,0
JANEL,1.64E-05,5.84E-05,6.25E-05,1.20E-05,0,0
JANELL,1.64E-05,6.16E-05,9.82E-05,5.99E-06,0,0
JANELLE,6.01E-05,0.000193366,0.000151805,4.79E-05,0.000225836,0
JANENE,0,2.46E-05,8.93E-06,5.99E-06,0.000225836,0
JANET,0.000709789,0.002705305,0.001464469,0.000748785,0.001806685,0.002178649
JANETTE,0.000169257,0.000122678,8.93E-05,7.79E-05,0,0
JANEY,0,1.37E-05,8.93E-06,5.99E-06,0,0
JANI,0,7.30E-06,0,0,0,0
JANICE,0.000240236,0.001692412,0.002196703,0.00041932,0.001580849,0.001694505
JANIE,0.000141958,9.81E-05,0.00027682,8.39E-05,0.000677507,0
JANINA,2.18E-05,2.65E-05,0,1.80E-05,0,0
JANINE,2.73E-05,0.000235779,0.000160734,4.19E-05,0,0.000242072
JANIS,2.18E-05,0.000269527,0.000160734,0.000101835,0,0.000242072
JANN,0,1.78E-05,1.79E-05,1.20E-05,0,0
JANNA,5.46E-06,8.53E-05,1.79E-05,1.20E-05,0.000225836,0.000726216
JANNETTE,5.46E-05,1.00E-05,2.68E-05,5.99E-06,0,0
JANUSZ,0,2.42E-05,0,0,0,0
JAQUELINE,6.55E-05,1.50E-05,2.68E-05,5.99E-06,0,0
JARED,7.64E-05,0.000526741,0.000116086,4.79E-05,0.000677507,0.001694505
JARETT,0,7.30E-06,0,0,0,0
JAROD,0,2.37E-05,0,0,0,0
JAROSLAW,0,2.55E-05,0,0,0,0
JARRED,0,2.10E-05,2.68E-05,0,0,0
JARRETT,1.09E-05,3.79E-05,0.000107156,0,0,0
JARROD,1.09E-05,8.39E-05,3.57E-05,1.80E-05,0.000225836,0
JARVIS,0,9.12E-06,0.000196453,5.99E-06,0,0
JASBIR,5.46E-06,2.28E-06,0,0.000167728,0.000451671,0
JASEN,5.46E-06,1.50E-05,0,5.99E-06,0,0
JASMIN,6.01E-05,1.78E-05,3.57E-05,9.58E-05,0,0
JASMINE,8.74E-05,3.01E-05,0.00029468,0.000191689,0,0.000242072
JASON,0.001075603,0.005040295,0.001660922,0.002024716,0.004290876,0.005567659
JASPER,5.46E-06,1.82E-05,0.000116086,2.40E-05,0,0
JASWINDER,0,3.65E-06,8.93E-06,0.000287534,0.000903342,0
JATINDER,0,5.02E-06,0,0.000167728,0.000225836,0
JAVIER,0.005165081,2.23E-05,0,3.00E-05,0.000225836,0
JAY,0.000202017,0.001100911,0.000196453,0.000820669,0.001580849,0.001936577
JAYANT,0,4.10E-06,0,0.000125796,0.000225836,0.000242072
JAYE,0,1.64E-05,1.79E-05,5.99E-06,0,0
JAYESH,0,1.82E-06,0,0.00022164,0.000451671,0.000242072
JAYME,1.64E-05,5.61E-05,1.79E-05,0,0,0
JAYNE,2.73E-05,0.000184245,1.79E-05,5.39E-05,0,0.000726216
JAYSON,2.73E-05,6.93E-05,2.68E-05,0.000101835,0.000225836,0
JEAN,0.000300295,0.001468946,0.002491383,0.000712844,0.001355014,0.001694505
JEANA,1.09E-05,2.65E-05,0,1.20E-05,0,0
JEANETTE,0.000371274,0.000437811,0.000892969,0.000113815,0.000677507,0.000242072
JEANIE,1.64E-05,5.97E-05,1.79E-05,3.00E-05,0,0.000242072
JEANINE,5.46E-06,0.00015825,0.000178594,1.20E-05,0,0.000242072
JEANMARIE,0,2.65E-05,1.79E-05,5.99E-06,0,0
JEANNA,1.09E-05,3.79E-05,1.79E-05,5.99E-06,0,0
JEANNE,6.01E-05,0.000851906,0.000169664,0.00022164,0.000677507,0
JEANNETTE,0.000218397,0.000163723,0.000169664,4.79E-05,0.000225836,0
JEANNIE,9.83E-05,0.000148673,4.46E-05,0.000257582,0,0.000242072
JEANNINE,0,0.000134079,5.36E-05,1.20E-05,0,0
JEB,0,1.09E-05,0,0,0,0
JED,0,5.66E-05,0,0,0,0
JEDIDIAH,0,1.46E-05,8.93E-06,5.99E-06,0,0
JEE,0,0,0,9.58E-05,0,0
JEFF,9.28E-05,0.000835489,9.82E-05,0.000353427,0.000677507,0.000484144
JEFFEREY,0,1.55E-05,1.79E-05,1.20E-05,0,0
JEFFERSON,1.64E-05,6.16E-05,8.04E-05,9.58E-05,0,0.000242072
JEFFERY,6.55E-05,0.000852363,0.000634008,0.000143767,0.000903342,0.000242072
JEFFREY,0.000693409,0.008118194,0.001678781,0.001449649,0.004516712,0.005567659
JEFFRY,1.09E-05,0.000103524,0,3.59E-05,0.000677507,0.000242072
JELENA,0,1.28E-05,0,0,0,0
JENA,5.46E-06,3.15E-05,3.57E-05,1.80E-05,0,0
JENELL,5.46E-06,1.05E-05,6.25E-05,0,0,0
JENELLE,1.64E-05,2.01E-05,4.46E-05,0,0,0
JENIFER,1.64E-05,0.00012131,3.57E-05,0,0.000225836,0
JENINE,0,1.78E-05,8.93E-06,0,0,0
JENNA,3.82E-05,0.000157338,2.68E-05,3.00E-05,0,0
JENNI,2.18E-05,1.87E-05,0,1.20E-05,0,0
JENNIE,0.000158338,0.000157794,9.82E-05,0.000257582,0.000451671,0.000484144
JENNIFER,0.002052928,0.008336187,0.002071688,0.002569832,0.003161698,0.006293876
JENNINE,0,7.30E-06,0,0,0,0
JENNY,0.000404034,0.000321973,6.25E-05,0.001377765,0,0.000726216
JENS,0,2.69E-05,0,0,0,0
